MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Zylinder Druckfestigkeit (100mm)			Zeit:	18,911133	s	26.03.2024 09:41:33
Datum	26.03.2024
Prüfer:	Glagow/Bindnagel
Probebezeichnung	20240227_7188_M04_Z01
Protokoll Seite	-
Durchmesser [mm]:	99
Höhe [mm]:	299
Masse [g]:	5400
Bediener Information Ende

Datenerfassung						Zeit:	122,02637	s	26.03.2024 09:43:16
Ch 1 Weg	Ch 1 Prüfkraft
mm	kN
0,0019916922	3,9090602
-5,2018037	-349,08319

Datenerfassung						Zeit:	122,03125	s	26.03.2024 09:43:16
Laufzeit	Ch 1 Kraft dP Sollwert	Ch 1 Prüfkraft	Ch 1 Weg	Datum	Tageszeit
s	kN	kN	mm	d	d
56,060547	0	-100,23173	-0,14002119	45377	0,38575301
56,185547	0	-99,592316	-0,1394856	45377	0,38575447
56,310547	0	-100,39728	-0,14070597	45377	0,3857559
56,435547	0	-102,26276	-0,14184281	45377	0,38575736
56,560547	0	-102,88757	-0,14191592	45377	0,38575882
56,685547	0	-101,2985	-0,14253505	45377	0,38576025
56,810547	0	-102,13595	-0,14492807	45377	0,38576171
56,935547	0	-104,54681	-0,145495	45377	0,38576314
57,060547	0	-104,78865	-0,14645876	45377	0,3857646
57,185547	0	-103,21285	-0,14589781	45377	0,38576603
57,310547	0	-104,19707	-0,1477239	45377	0,38576749
57,435547	0	-106,54133	-0,14812075	45377	0,38576892
57,560547	0	-106,61971	-0,14896666	45377	0,38577038
57,685547	0	-105,1585	-0,15053912	45377	0,38577181
57,810547	0	-106,11679	-0,15082856	45377	0,38577327
57,935547	0	-108,41843	-0,15089867	45377	0,38577473
58,060547	0	-108,09507	-0,15257408	45377	0,38577616
58,185547	0	-107,03381	-0,15367958	45377	0,38577762
58,310547	0	-108,50784	-0,15424949	45377	0,38577905
58,435547	0	-110,26646	-0,15531769	45377	0,38578051
58,560547	0	-109,96368	-0,15653509	45377	0,38578194
58,685547	0	-109,09405	-0,15635754	45377	0,3857834
58,810547	0	-110,1778	-0,15830001	45377	0,38578483
58,935547	0	-112,019	-0,15846263	45377	0,38578629
59,060547	0	-112,11898	-0,15879682	45377	0,38578773
59,185547	0	-111,559	-0,1603096	45377	0,38578919
59,310547	0	-112,07815	-0,16177316	45377	0,38579065
59,435547	0	-114,08727	-0,16350079	45377	0,38579208
59,560547	0	-114,60107	-0,16296519	45377	0,38579354
59,685547	0	-113,57512	-0,16404085	45377	0,38579497
59,810547	0	-113,69642	-0,16423629	45377	0,38579643
59,935547	0	-115,61524	-0,16547607	45377	0,38579786
60,060547	0	-116,32662	-0,16734691	45377	0,38579932
60,185547	0	-115,90089	-0,16741256	45377	0,38580075
60,310547	0	-115,79659	-0,16836737	45377	0,38580221
60,435547	0	-117,37432	-0,16958477	45377	0,38580364
60,560547	0	-118,29596	-0,17010097	45377	0,3858051
60,685547	0	-118,09792	-0,17009351	45377	0,38580656
60,810547	0	-117,87515	-0,1710185	45377	0,38580799
60,935547	0	-118,74821	-0,17187037	45377	0,38580945
61,060547	0	-120,24905	-0,17281772	45377	0,38581088
61,185547	0	-120,32133	-0,17346969	45377	0,38581234
61,310547	0	-119,22028	-0,17373227	45377	0,38581377
61,435547	0	-120,07292	-0,17643709	45377	0,38581523
61,560547	0	-122,43908	-0,17711292	45377	0,38581666
61,685547	0	-122,76437	-0,17710248	45377	0,38581812
61,810547	0	-121,23059	-0,17861974	45377	0,38581955
61,935547	0	-121,97416	-0,1798819	45377	0,38582101
62,060547	0	-124,51615	-0,17968795	45377	0,38582245
62,185547	0	-124,61733	-0,18067409	45377	0,38582391
62,310547	0	-123,43209	-0,18113957	45377	0,38582537
62,435547	0	-124,39575	-0,18221971	45377	0,3858268
62,560547	0	-126,17659	-0,18350722	45377	0,38582826
62,685547	0	-126,22517	-0,18411443	45377	0,38582969
62,810547	0	-125,23632	-0,1840831	45377	0,38583115
62,935547	0	-126,63986	-0,18505433	45377	0,38583258
63,060547	0	-128,42101	-0,18556456	45377	0,38583404
63,185547	0	-127,72333	-0,18729666	45377	0,38583547
63,310547	0	-127,15142	-0,18888703	45377	0,38583693
63,435547	0	-128,67209	-0,18869159	45377	0,38583836
63,560547	0	-130,19603	-0,18962403	45377	0,38583982
63,685547	0	-129,95329	-0,19122484	45377	0,38584128
63,810547	0	-129,28423	-0,19080561	45377	0,38584271
63,935547	0	-130,23999	-0,19249296	45377	0,38584417
64,060547	0	-131,81638	-0,19400427	45377	0,3858456
64,185547	0	-132,62312	-0,19408631	45377	0,38584706
64,310547	0	-131,69746	-0,19502622	45377	0,38584849
64,435547	0	-131,67184	-0,19588406	45377	0,38584995
64,560547	0	-133,5762	-0,1973879	45377	0,38585138
64,685547	0	-134,21516	-0,19780862	45377	0,38585284
64,810547	0	-133,72716	-0,20011808	45377	0,38585427
64,935547	0	-133,85635	-0,20030308	45377	0,38585573
65,060547	0	-135,40979	-0,20172487	45377	0,38585719
65,185547	0	-136,39223	-0,20150109	45377	0,38585863
65,310547	0	-135,93416	-0,20222913	45377	0,38586009
65,435547	0	-135,81139	-0,20286319	45377	0,38586152
65,560547	0	-137,02925	-0,20452517	45377	0,38586298
65,685547	0	-138,12672	-0,2046863	45377	0,38586441
65,810547	0	-138,68909	-0,20530395	45377	0,38586587
65,935547	0	-137,69951	-0,20598276	45377	0,3858673
66,060547	0	-138,90755	-0,20821166	45377	0,38586876
66,185547	0	-140,49094	-0,20810574	45377	0,38587019
66,310547	0	-140,81668	-0,20881887	45377	0,38587165
66,435547	0	-139,34593	-0,2096245	45377	0,38587311
66,560547	0	-140,28665	-0,21130289	45377	0,38587454
66,685547	0	-142,64565	-0,21202497	45377	0,385876
66,810547	0	-143,14886	-0,2126098	45377	0,38587743
66,935547	0	-140,99117	-0,21249045	45377	0,38587889
67,060547	0	-141,74666	-0,2143404	45377	0,38588032
67,185547	0	-144,69904	-0,21556377	45377	0,38588178
67,310547	0	-144,76639	-0,21654396	45377	0,38588321
67,435547	0	-143,43451	-0,21726455	45377	0,38588467
67,560547	0	-144,3712	-0,21777329	45377	0,3858861
67,685547	0	-146,46541	-0,21813133	45377	0,38588756
67,810547	0	-146,05518	-0,21983211	45377	0,38588902
67,935547	0	-145,01732	-0,21972768	45377	0,38589045
68,060547	0	-146,15308	-0,22085705	45377	0,38589191
68,185547	0	-148,19768	-0,22249964	45377	0,38589334
68,310547	0	-148,254	-0,22373791	45377	0,38589481
68,435547	0	-147,18573	-0,22380207	45377	0,38589624
68,560547	0	-148,72264	-0,22435854	45377	0,3858977
68,685547	0	-150,38263	-0,22651733	45377	0,38589913
68,810547	0	-150,10532	-0,22755869	45377	0,38590059
68,935547	0	-149,38887	-0,22722599	45377	0,38590202
